id_imagen,autor_id,tipo_manovich,confianza_etiqueta,caso_limite,justificacion_etiqueta
a9dca0565efe3c3a,JOB,profesional,Media,SI,"Playa con cielo despejado : Esta fotografía se clasifica en la categoría profesional por el riguroso control técnico de su composición. La aplicación explícita de la regla de tercios
ubica la línea del horizonte de forma equilibrada, mientras que el manejo preciso de la exposición logra colores limpios y un contraste equilibrado entre la arena, el mar y el cielo. 
Su ambigüedad radica en la finalidad del registro: el encuadre resulta lo suficientemente neutro como para ser una fotografía de catálogo turístico, 
un fondo de pantalla editorial o simplemente una captura de viaje ejecutada con técnica impecable. "
e4024871b0869adc,JOB,profesional,Media,SI,"Casa Rosada iluminada : Se asigna a la categoría profesional debido al dominio técnico en la captura nocturna de arquitectura monumental. El uso de una exposición controlada 
evita el sobrecalentamiento de las luces artificiales sobre la fachada y conserva el detalle estructural en la penumbra, logrando una iluminación uniforme y un balance de blancos 
preciso que resalta los tonos rosados. La ambigüedad de la imagen se presenta en su contexto institucional: no permite determinar si la toma pertenece a una cobertura periodística, 
a un banco de imágenes patrimoniales o a un registro documental oficial. "
76f95aec2f9f53ff,JOB,profesional,Media,SI,"Playa tropical con sombrillas : La imagen pertenece a la categoría profesional por el uso estratégico de un punto de vista elevado que organiza armónicamente los elementos 
naturales y estructurales. La composición aprovecha la luz natural para resaltar la gradación de tonos en el agua, distribuyendo las sombrillas de paja y la vegetación con una 
profundidad de campo precisa. Su ambigüedad intrínseca radica en el mensaje comercial: el encuadre cuidado genera dudas sobre si responde a una campaña publicitaria 
para un complejo hotelero de lujo o a una postal turística de archivo editorial. "
1cdae17b3c639477,CB,casual,alta,NO,"La asigné como casual porque la saqué espontáneamente para registrar lo que estaba viendo ese día para el trabajo. Me llamaron la atención las figuras de Maradona y Messi y quise que sus rostros se identificaran bien, pero no pensé demasiado en la composición. Saqué tres fotos y elegí esta porque tenía mejor luz, ya que después se nubló. Decidí destacar las figuras por encima de los bancos y otros elementos del lugar. La considero casual principalmente por el ambiente y el fondo, que tiene varios elementos que hacen que la imagen se vea más cargada."
a71cfcb631e53314,CB,casual,media,NO,"La asigné como casual porque quería registrar el edificio y el lugar en general desde el puente, ya que elegí deliberadamente ese ángulo. También tuve en cuenta el momento del día, porque estaba empezando a ocultarse el sol y las luces del edificio resaltaban con el cielo nublado. Saqué varias fotos y elegí esta porque era la que más me llamaba la atención. Si bien tiene algunos elementos de composición, como la regla de los tercios y un juego de formas, considero que mostrar todo el ambiente hace que sea más casual.  "
8cf1dc255ffcb944,CB,casual,alta,NO,"La asigné como casual porque la saqué para registrar el tren que descubrí recorriendo la universidad, ya que todavía hay partes del campus que no conozco. Sí busqué deliberadamente el encuadre y elegí qué carteles dejar afuera porque había muchos alrededor. También busqué aprovechar la luz que iluminaba el tren desde atrás. Saqué varias fotos y elegí esta porque es la que más de cerca lo muestra. La considero casual por todos los elementos del entorno, como los carteles, las barandas y el edificio."
a5fb1491be3d12af,CB,diseño,alta,NO,"La asigné como diseño porque quería representar la arquitectura a partir de los distintos elementos que forman la fachada. Me llamó la atención la gran superficie que genera espacio negativo, junto con las líneas horizontales y las letras de “cine universitario”, que funcionan como un elemento tipográfico dentro de la composición. La parte inferior introduce ventanas y formas rectangulares que contrastan con la superficie de arriba. También busqué mantener una unidad visual a través de la paleta de grises y aprovechar la diagonal que forman las estructuras.  "
01be6ddbce8e7945,CB,diseño,alta,NO,"La asigné como diseño porque buscaba destacar el objeto sobre un fondo blanco. Elegí aislarlo y ubicarlo hacia la derecha, dejando mucho espacio negativo a la izquierda. También me interesaron sus formas curvas, la repetición de las flores y el contraste entre la superficie lisa del fondo y los detalles del objeto. Pensé en los colores y en la sombra proyectada hacia la izquierda para que también formaran parte de la composición."
33a0a008194384ba,CB,diseño,alta,NO,"La asigné como diseño para representar un momento cotidiano de lectura y pausa. Elegí el libro y la taza por sus formas diferentes, ya que el libro aporta una estructura rectangular y la taza circular. También busqué que sus colores contrastaran con el fondo blanco y que la iluminación generara una sombra visible de la taza. Quería que la luz no solamente iluminara los objetos, sino que también formara parte de la composición.  "
bb05085157f36a71,CB,profesional,alta,NO,"La asigné como profesional porque, aunque la fotografía original fue tomada espontáneamente para mostrarle a una amiga dónde me encontraba, cuando la revisé para esta actividad noté que la sombra de la escultura le daba potencial a la foto. Por eso decidí recortarla y jugar con la sombra y los distintos planos entre las figuras oscuras, la pared de ladrillos y las estructuras del edificio. No pensé específicamente en la iluminación al tomarla, pero la luz fue importante para generar la sombra que después decidí destacar."
d3c81b8fec0c9df5,CB,profesional,alta,NO,"La asigné como profesional porque me llamó la atención cómo el camino genera un punto de fuga y cómo los árboles están alineados siguiendo ese recorrido hacia el fondo. La foto fue espontánea, ya que estaba buscando imágenes para el trabajo y esta escena fue la que más me llamó la atención, pero sí elegí deliberadamente sacar la foto desde ese lugar. También me gustaron mucho las sombras que hacían los árboles en el día soleado, porque le daban más profundidad a la imagen. Al adaptarla al formato 1:1 hice un recorte para sacar parte del edificio que aparecía a la izquierda y darle más protagonismo al camino y a los árboles."
b486caeca837b1a2,CB,profesional,alta,NO,"La asigné como profesional porque la foto surgió de forma espontánea y buscaba principalmente mostrar la tranquilidad del lugar. Me gustó cómo quedaron equilibrados el cielo, el agua y la tierra, y cómo la caña genera una línea que lleva la mirada hacia el agua. No pensé en una iluminación o composición específica al tomarla. Después, al adaptarla al formato 1:1, recorté parte de la imagen original y elegí conservar la zona donde la caña quedaba hacia un extremo, junto con la parte del paisaje que más me llamaba la atención."
661e2be5961d2f8f,MC,casual,alta,NO,Retrata un momento nostalgico donde se evocan emociones de ese instante preciso y el contexto que rodea el evento
21808e82e49fdc49,MC,casual,alta,NO,Retrata un momento nostalgico donde se evocan emociones de ese instante preciso y el contexto que rodea el evento
2b4779ae9a82d40f,MC,casual,alta,NO,Retrata un momento nostalgico donde se evocan emociones de ese instante preciso y el contexto que rodea el evento
01bf4855b1ecde75,MC,diseño,baja,NO," Se tomó con la intencionalidad de mostrar Minimalismo Global:  Control estricto de la paleta de colores y el espacio negativo (vacíos que equilibran la imagen) y Encuadre Asimétrico:  Desplazamiento del peso visual para crear una tensión sofisticado; comunicando ""cómo se siente"" un espacio curado"
ca0b627c98d7e9ae,MC,diseño,media,NO," Se tomó con la intencionalidad de mostrar Minimalismo Global:  Control estricto de la paleta de colores y el espacio negativo (vacíos que equilibran la imagen) y Encuadre Asimétrico:  Desplazamiento del peso visual para crear una tensión sofisticado; comunicando ""cómo se siente"" un espacio curado"
274b4d1c09b98225,MC,diseño,media,NO,"Desplazamiento del peso visual para crear una tensión sofisticado; comunicando ""cómo se siente"" un espacio curado donde se busca tentar al espectador. Producir el deseo de sentir los sabores de la crema pastelera que desborda."
083d2a10303815f6,MC,profesional,alta,NO,"Posee un Enfoque crítico:  Nitidez absoluta en el sujeto principal; el uso del enfoque manual para asegurar la definición donde también conserva Rango tonal:  Exposición equilibrada que preserve información tanto en las altas luces como en las sombras más profundas y Arquitectura de la Luz: Uso de la iluminación para generar volumen, profundidad y ritmo visual."
ed14e3941f8fa9b9,MC,profesional,baja,SI,"Posee un Enfoque crítico:  Nitidez absoluta en el sujeto principal; el uso del enfoque manual para asegurar la definición donde también conserva Rango tonal:  Exposición equilibrada que preserve información tanto en las altas luces como en las sombras más profundas y Arquitectura de la Luz: Uso de la iluminación para generar volumen, profundidad y ritmo visual."
77e611e93c681110,MC,profesional,baja,SI,"Posee un Enfoque crítico:  Nitidez absoluta en el sujeto principal; el uso del enfoque manual para asegurar la definición donde también conserva Rango tonal:  Exposición equilibrada que preserve información tanto en las altas luces como en las sombras más profundas y Arquitectura de la Luz: Uso de la iluminación para generar volumen, profundidad y ritmo visual."
24ef167f5258ff6a,DD,casual,alta,NO,"Invita a viajar con el pensamiento a una época y/o personas de un tiempo pasado // No mantiene lineas perfectas // Creación de una linea de tiempo ""mental"""
52508cb0b352df57,DD,casual,alta,NO,Invita a pensar en la vivencia de un momento de disfrute pleno // Imagen tomada desde un ángulo elevado // No hay una centralidad perfecto (Concepto de 2/3)
17eb746cacd0e4e9,DD,casual,alta,NO,"Invita a viajar con el pensamiento a una época y/o personas de un tiempo pasado // Sin excelencia de colores // Creación de una linea de tiempo ""mental"""
035dd67fec1c5086,DD,diseño,alta,NO,"Utiliza el estilo flat lay, organizando los elementos de forma intencional. El objeto esta ubicado aplicando la regla de los tercios y el espacio negativo permite centrar la atencion en el."
4ebc5d371f2173c0,DD,diseño,alta,NO,"Utiliza el estilo flat lay, organizando los elementos de forma intencional. El objeto esta ubicado aplicando la regla de los tercios y el espacio negativo permite centrar la atencion en el."
6dbdff470a8a7ea0,DD,diseño,alta,NO,"Utiliza el estilo flat lay, organizando los elementos de forma intencional. El objeto esta ubicado aplicando la regla de los tercios y el espacio negativo permite centrar la atencion en el."
9fce1ebec391f095,DD,profesional,alta,NO,"Imagen con muy buenos colores, nitidez, profundidad // Invita a pensar en naturaleza (flora y fauna)"
12f45e4ff237a337,DD,profesional,alta,NO,"Imagen con muiy buena nitidez, colores y contraste // Muy definido el concepto de 2/3 donde las nubes ocupan la parte superior"
d7ec13242a6458b5,DD,profesional,alta,NO,Imagen con buenos colores y contrastes // Lineas claras con puntos de fuga
0f4fb28eee8666b3,CE,casual,alta,NO,"Documentar lo cotidiano y la belleza de lo banal, el contraste de la luz del exterior con la sombra exterior"
5976f4e6485a18c8,CE,casual,alta,NO,"Quise documentar cómo el color de los globos violetas, el gris de la gata y el blanco de la mesa se refleja en la pared"
2a78426cc7940949,CE,casual,alta,NO,"Tomada para reflejar el primer plano de la atención de la gata, con el fondo de los globos de colores"
355656bae2e62d58,CE,diseño,media,NO,"Busqué representar el minimalismo en la cocina, pocos ingredientes, atmósfera de cocina cacera, ocupar poco espacio y dejar espacio para las betas de la madera"
a22fcae635023273,CE,diseño,media,NO,"Quise reflejar que para disfrutar de un buen mate no se necesita de mucho, también reflejar el beteado del marmol como algo atemporal"
2c8baba3d9019e8a,CE,diseño,baja,SI,"Dudé al principio porque me parecía demasiado poco el limón, pero me gustó la sombra que genera y cómo se conjuga con los trazos del marmolado"
10ab96742bcae22d,CE,profesional,alta,NO,"Regla de los tercios, contraste de colores, imagen limpia, balance cromático"
2da87fe4bb04aef3,CE,profesional,alta,NO,"Regla de los tercios, contraste de colores, imagen limpia, balance cromático"
da10757094ba447d,CE,profesional,media,NO,"Regla de los tercios, contraste de colores, imagen limpia, balance cromático"
ca4c2fcffb767f6a,CG,casual,alta,NO,"La fotografía registra un momento pasajero durante el embarque a un avión, funcionando como testimonio de una experiencia vivida. La presencia de los pasajeros, el equipaje y la aeronave permite conservar visualmente una situación que forma parte del viaje. El interés de la imagen está principalmente en documentar ese instante y no en alcanzar una composición estética perfecta. El encuadre conserva las características propias de la situación tal como se estaba desarrollando, por lo que la fotografía adquiere un carácter casual, vinculado especialmente con el recuerdo personal de la experiencia."
1df84e2dee41bfd4,CG,casual,alta,NO,"La fotografía captura de manera espontánea a los patitos mirando hacia la cámara durante un momento cotidiano. El encuadre se realizó sin una preparación previa, priorizando el registro de la situación por encima de una composición técnicamente planificada. Las sombras presentes en la imagen y la distribución natural de los elementos refuerzan su carácter espontáneo. No se busca una iluminación uniforme ni una organización perfecta de la escena, sino conservar el momento tal como ocurrió. Estas características permiten identificarla como una fotografía casual, donde predomina el valor testimonial del instante."
0d1ecda1d4bbe36b,CG,casual,alta,NO,"La fotografía registra un plato de comida dentro de una situación rutinaria y cotidiana. La sombra de quien toma la fotografía queda visible sobre la mesa y el encuadre no busca ocultar las imperfecciones presentes en la escena. Estos elementos muestran que la imagen fue tomada de manera inmediata, sin modificar previamente el entorno para obtener un resultado más cuidado. El interés está puesto en conservar una escena común tal como se encontraba en ese momento, característica propia de la fotografía casual y de su carácter espontáneo"
183dd488448233e2,CG,diseño,alta,NO,"Utiliza una toma cenital y una composición asimétrica, ubicando el alfajor fuera del centro de la imagen. Los pocos elementos y colores presentes, junto con el amplio espacio libre, generan una composición minimalista. El fondo claro permite diferenciar fácilmente el objeto y mantener una paleta visual reducida. La disposición del alfajor y su envoltorio concentra la información en una zona determinada del encuadre, mientras el resto permanece prácticamente vacío. Estas características responden a una fotografía de diseño basada en la simplificación y la organización intencional de los elementos."
a4486021a80f671e,CG,diseño,alta,NO,"Utiliza el estilo flat lay, organizando los elementos de forma intencional sobre una superficie clara y fotografiándolos desde arriba. El objeto está ubicado aplicando la regla de los tercios, dejando un amplio espacio negativo que permite centrar la atención en él. La disposición del perfume y su tapa muestra una composición previamente pensada, en lugar de un registro espontáneo. La presencia de pocos elementos y una paleta de colores reducida refuerzan la estética minimalista y permiten destacar las formas, los colores y los detalles del producto dentro del encuadre. "
8cfc34fd19024943,CG,diseño,alta,NO,"Presenta una toma cenital donde se destacan las formas y líneas geométricas del mouse. Su ubicación siguiendo la regla de los tercios deja un amplio espacio negativo, evitando que otros elementos compitan visualmente con el objeto principal. La composición utiliza pocos elementos y una paleta de colores reducida, características propias de una estética minimalista. El fondo claro permite diferenciar con facilidad la forma y los detalles del mouse, mientras que su disposición dentro del encuadre mantiene una composición simple y organizada, centrada principalmente en el diseño del objeto"
3ac9f6842f0ec3f1,CG,profesional,alta,NO,"Presenta una composición cuidada, utilizando líneas de fuga y repetición de elementos que guían la mirada hacia el fondo de la imagen. La perspectiva desde un punto elevado permite observar la extensión de la avenida y genera una clara sensación de profundidad. La distribución de los edificios, árboles y vehículos acompaña la dirección de las líneas principales y organiza visualmente la escena. Además, la buena nitidez permite distinguir los diferentes elementos y planos, reforzando el carácter profesional de una fotografía basada en una composición estructurada y técnicamente definida."
f7ebf19812f71ef6,CG,profesional,alta,NO,"Presenta una buena nitidez y un sujeto principal claramente definido dentro del encuadre. El contraste entre el monumento y el cielo permite diferenciar con claridad sus formas y contornos, haciendo que la mirada se dirija directamente hacia él. El espacio libre que lo rodea evita que otros elementos interfieran visualmente con el sujeto principal. La perspectiva utilizada también permite apreciar su altura y estructura, mientras que la definición de sus líneas y detalles contribuye a una imagen técnicamente cuidada, características que permiten identificarla como una fotografía profesional."
777f8febbb00aa17,CG,profesional,alta,NO,"Utiliza la regla de los tercios para ubicar al caballo fuera del centro de la imagen, logrando una composición visualmente organizada. La disposición de los distintos elementos del paisaje y la perspectiva generan sensación de profundidad, permitiendo distinguir diferentes planos dentro de la escena. La buena nitidez mantiene al caballo claramente definido y permite destacarlo como sujeto principal sin separarlo del entorno natural. A su vez, el encuadre conserva suficiente información del paisaje para contextualizar la escena, dando como resultado una fotografía cuidada y con una composición técnicamente estructurada."
68b9770b4b560b81,SL,casual,alta,NO,"Contraste dentro de un contexto cotidiano, un reflejo de lo natural en un entorno de cemento"
648242a78c764c00,SL,casual,alta,NO,"Momento de relax, sin cuidado del plano, solo intencion de reflejar disfrute de una tarde de verano"
5dddb7ae5c34be3d,SL,casual,alta,NO,"Imagen simple, captura de intereses literarios"
83669df919299107,SL,diseño,alta,NO,Orden. Ambiente limpio. Espacio aplanado.  Vacios en equilibrio con la composición. 
2ed49f6b2355483c,SL,diseño,media,SI,Disposición grafica intencional. Juego con las lineas. Paleta monocromatica. Uso de la luz-sombra para enfatizar.
d6cd9f5b76eb9b27,SL,diseño,alta,NO,Simpleza de la armonia. Ambiente limpio. Espacio aplanado. Paleta d ecolores neutral. Vacios en equilibrio con la composición. 
6f4f831b8c174904,SL,profesional,alta,NO,"Regla de los tres tercios. Nitidez, definición y claridad. Equilibrio tonal. Atmosfera calida. "
d0ce71be09929542,SL,profesional,alta,NO,Regla de los tres tercios. Nitidez. Neutralidad tonal. Linea de horizonte alineado. Atmosfera fria
ee02eb2d14565782,SL,profesional,alta,NO,Regla de los tres tercios. Nitidez. Neutralidad tonal. Linea de horizonte alineado. Atomosfera calida
7c08ace89a7197c3,EM,casual,alta,NO,"Es casual porque captura un momento espontáneo y sin poses desde la perspectiva de un asistente, con desorden natural sobre la mesa."
5c8b38273e53c777,EM,casual,alta,NO,"Es una toma espontánea a nivel de calle con perspectiva deformada, cartel cortado y luz plana, sin la composición ni corrección vertical de la fotografía arquitectónica"
ab13cb8cee0494cf,EM,casual,alta,NO,"Es una captura espontánea tomada desde un vehículo o vereda, con el avión obstaculizado por cables aéreos, carteles de señalización y sin un encuadre limpio"
5dc2d37e25ef3847,EM,diseño,alta,NO,"Es una fotografía de diseño porque utiliza una composición cenital deliberada basada en patrones geométricos repetitivos, ritmo visual y contraste cromático planificado para comunicar visualmente un concepto editorial."
3439be8d57ec26eb,EM,diseño,alta,NO,"Es una fotografía de diseño porque utiliza una composición de producto estructurada en capas, guiando la mirada desde la credencial en primer plano hacia los auriculares y aprovechando las líneas arquitectónicas de los estantes de madera para generar equilibrio y profundidad conceptual."
e83769d87668ec43,EM,diseño,alta,NO,Es una fotografía de diseño porque emplea una iluminación ambiental estilizada en tonos magenta y cian para generar un fuerte contraste cromático con las texturas del plato y los recipientes de salsas.
5e9981ca6089914d,EM,profesional,alta,NO,"Esta fotografía exhibe una calidad profesional gracias a su encuadre deliberado, la iluminación experta de la fachada que resalta texturas y detalles arquitectónicos, y la nítida resolución de la imagen, características que denotan una planificación técnica"
935e0d0f59d31079,EM,profesional,alta,NO,"Presenta un encuadre deliberado por capas (césped, árboles y skyline urbano) que utiliza la bandera argentina como punto focal central en un instante de despliegue perfecto, manteniendo la verticalidad de las torres y una correcta exposición del cielo nublado."
af98b2eecd725c26,EM,profesional,alta,NO,"Demuestra un control profesional de la exposición nocturna que resalta los relieves, cornisas y cúpulas del edificio histórico contra el cielo oscuro con nitidez y sin sobreexponer las luces artificiales."
dfe2ccdee454d04b,GM,casual,alta,NO,Retrata un momento nostalgico de mi viaje a Japón capturando la arquitectura historica.
dfe2ccdee454d04b,GM,casual,alta,NO,La modernidad y bulliciosa Tokyo.
dfe2ccdee454d04b,GM,casual,alta,NO,Monumento a la lealtad(47 Ronín).
783a751154083195,GM,diseño,alta,NO,Minimalista se aprecia un gadget tecnológico. Contraste de colores resalntado del azul.
7bb801f88a444b6e,GM,diseño,Media,SI,Obra artesanal en fondo neutro con variedad de colores
225b3364bf132878,GM,diseño,alta,NO,Imagen minimalista con contraste de colores y fondo neutro
da64c207c8c2edf1,GM,profesional,alta,NO,"Es una composisición cuidada, con lineas de fuga. Se puede visualizar las dimensiones de la vías y el tamaño de la estación. Luz adecuada del sol."
83f6ec1efdb6e7de,GM,profesional,alta,NO,Pesé a que la nitdidez y la luz no es la adecuada. Se puede ver o apreciar los puntos de fuga pudiendo tener noción de la demensiones del puente en comparación a la ciudad de Tokyo
541c4272ceed585b,GM,profesional,alta,NO,Palacio del emperador en Tokyo. Se ven contrastes de colores entre las distintas estructuras(blanco y gris natural); los tres tercios estan en la fotografia.
c29065bbe01cb834,RN,casual,alta,NO,"Registro espontáneo de un viaje urbano. Prioriza el valor afectivo sobre la técnica, resultando en sombras marcadas y luz dura, sin aislar al sujeto del desorden visual del fondo."
e7acfd34c603a341,RN,casual,alta,NO,"Instantánea informal de un encuentro cotidiano. Se tomó sin planificar el encuadre ni la luz, expresando la calidez del recuerdo mediante la falta de reglas y la entropía del entorno."
9b4ca6034efcdf37,RN,casual,alta,NO,"Captura documental rápida en espacio público. Acepta el desenfoque parcial y las sombras naturales para compartir un momento  con amigos, sin pretensión estética ni búsqueda de encuadre formal."
d2dc28a74ea06842,RN,diseño,alta,NO,"Composición cenital (flat lay) propia del minimalismo contemporáneo. Expone un fondo blanco con amplio espacio negativo e iluminación pareja, buscando construir una atmósfera limpia y cuidada más que contar una historia."
4d03e8564dbaf778,RN,diseño,alta,NO,"Encuadre enfocado en la geometría y los objetos. Usa una paleta de tonos suaves y un desenfoque sutil para transmitir calma, logrando una estética estilizada mediante un orden deliberado y asimétrico."
753a4a5ce566a67c,RN,diseño,alta,NO,"Búsqueda de un tono emotivo mediante luces claras y espacios limpios. Dispone los elementos y objetos en un entorno armónico, logrando una estética cuidada y aspiracional habitual en redes. "
1332f2c2eeec6b1d,RN,profesional,alta,NO,"Toma ajustada a las reglas técnicas tradicionales: nitidez en el sujeto principal, balance de blancos preciso y amplio rango tonal, revelando el uso de iluminación planificada y control de exposición"
fbe178dd286267d6,RN,profesional,alta,NO,"Construida bajo la regla de los tercios y fondo desenfocado (bokeh). Controla el contraste y la distribución cromática para aislar el motivo, logrando una estampa visual limpia y bien ejecutada. "
3ad1cbd756a9d04f,RN,profesional,alta,NO,"Presenta  luz homogénea, asegurando una perspectiva profunda con colores fieles y sin dominantes indeseadas en toda la toma."
